seed,feature,coefficient,absolute_coefficient,coefficient_space
46,Flow Pkts/s,1.0014134142840534,1.0014134142840534,after_train_only_standardization
46,Flow IAT Mean,0.2493026426804185,0.2493026426804185,after_train_only_standardization
46,Flow IAT Std,0.3023615396577486,0.3023615396577486,after_train_only_standardization
46,Flow IAT Max,-0.4698771998775487,0.4698771998775487,after_train_only_standardization
46,Flow IAT Min,-0.1738156859515271,0.1738156859515271,after_train_only_standardization
46,Fwd IAT Tot,-1.2444057571036409,1.2444057571036409,after_train_only_standardization
46,Fwd IAT Mean,0.8701858330551239,0.8701858330551239,after_train_only_standardization
46,Fwd IAT Std,-0.11480996530612196,0.11480996530612196,after_train_only_standardization
46,Fwd IAT Max,0.05027637562453661,0.05027637562453661,after_train_only_standardization
46,Fwd IAT Min,0.8824893124461447,0.8824893124461447,after_train_only_standardization
46,Bwd IAT Tot,-1.7668612362435636,1.7668612362435636,after_train_only_standardization
46,Bwd IAT Mean,1.0375365855151482,1.0375365855151482,after_train_only_standardization
46,Bwd IAT Std,1.2536506336835798,1.2536506336835798,after_train_only_standardization
46,Bwd IAT Max,0.7887795078025198,0.7887795078025198,after_train_only_standardization
46,Bwd IAT Min,0.7977122926489728,0.7977122926489728,after_train_only_standardization
46,Fwd PSH Flags,-0.2666410891412585,0.2666410891412585,after_train_only_standardization
46,Bwd PSH Flags,0.0,0.0,after_train_only_standardization
46,Fwd URG Flags,0.0,0.0,after_train_only_standardization
46,Bwd URG Flags,0.0,0.0,after_train_only_standardization
46,Fwd Header Len,5.552363496191064,5.552363496191064,after_train_only_standardization
46,Bwd Header Len,-0.4821463018762032,0.4821463018762032,after_train_only_standardization
46,Fwd Pkts/s,1.138838078382562,1.138838078382562,after_train_only_standardization
